ETossed,23,big irf,abbearv,abbson,amsah,blackh4ze,bose,charlon,charon,marlo,daydee,dronin,fat tino,fout nl,frenzy,fuzzyness,gg,humpe,ice,isdsar,jah ridin',jamie,jeapie,jim morrison,king,kingu,kins0,laurster,leffen,levingy,liax,luan,mint,mahie,makenshi,malmortis,marah,max,mayhem092,meady,modestmajor,nicki,niklas2912,ninjagofan72,prins esse,noxxa,paju,parsec,pipsqueak,poilon,poppmaister6000,professor pro,r23,raiden,raoul,renzo,rikzz,savestate,schima,senx,setchi,sharp,shiftingshadows,skullbro,solobattle,steff$,timi,trif,velani,yogurt,Other losses
makenshi,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-1,1-0,0-0,0-0,1-0,1-0,N/A,0-0,0-0,0-0,0-0,0-0,0-0,0-1,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,,

malmortis,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,N/A,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-1,0-0,Weston,

marah,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,N/A,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,"Meruem,Pi",

max,0-1,0-0,1-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,2-1,0-1,0-2,2-0,1-0,1-1,0-0,0-0,0-2,0-0,1-0,0-0,0-0,0-0,0-3,1-0,0-1,0-0,1-0,0-0,0-2,0-1,0-0,0-0,0-0,N/A,0-0,1-1,0-0,0-1,0-0,1-0,1-0,0-1,0-0,0-0,0-1,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-2,1-1,0-1,2-0,1-0,0-0,0-0,0-1,0-0,1-0,0-0,1-0,0-0,0-0,"Psylo,Link69,Calle W,Cillit,Cillit,Floursnail,Raisem,yung Ullrich,Kweet,Duman,3rd",

mayhem092,0-0,0-0,0-0,0-0,0-0,0-0,0-1,1-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-1,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-1,0-0,0-1,0-1,0-0,0-0,0-0,0-0,N/A,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,1-0,0-0,0-2,0-0,0-1,1-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,Lavos,

meady,0-0,0-0,1-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,3-4,0-0,1-0,0-0,0-2,0-0,0-1,0-1,0-1,0-0,0-0,0-1,0-3,1-0,0-1,0-2,1-0,0-0,0-0,2-1,0-0,0-0,0-0,1-1,0-0,N/A,0-0,0-1,0-1,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-2,0-0,1-0,1-0,1-0,2-0,0-0,0-0,2-0,0-0,0-1,2-0,1-1,0-2,1-0,2-1,0-3,1-0,1-0,"Aiika,Gabe",

modestmajor,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,N/A,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,,

nicki,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,2-0,0-0,0-0,0-0,1-0,2-0,1-0,1-0,0-0,0-0,0-2,0-0,1-0,0-0,0-0,1-0,0-0,0-0,3-1,0-0,0-3,2-0,0-0,0-0,1-1,3-1,1-0,0-0,0-0,1-0,0-0,1-0,0-0,N/A,0-0,1-0,0-0,1-0,0-0,1-0,1-3,0-0,0-0,0-2,0-0,0-0,1-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,3-0,2-1,0-0,0-0,0-3,0-0,1-0,,

niklas2912,0-0,0-0,0-1,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,2-0,0-0,0-0,1-0,0-0,0-2,0-1,0-1,0-0,0-0,0-0,0-1,1-0,0-0,0-0,N/A,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-1,0-0,0-0,1-0,1-1,0-0,0-0,0-0,0-0,0-0,0-3,0-0,0-0,0-0,0-0,0-0,0-0,0-0,,

ninjagofan72,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-1,0-0,N/A,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,"Jormis,Psylo",

prins esse,0-0,0-1,0-1,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-2,0-0,0-0,1-2,0-1,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,1-0,2-0,0-0,0-1,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,N/A,0-0,1-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,"mordo,Rabbitalex,Aiken,Gr4pe",

noxxa,0-0,0-0,1-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-1,0-0,0-0,0-1,0-0,0-1,0-0,0-1,0-0,0-1,0-1,0-0,0-2,1-0,0-0,0-0,1-1,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,N/A,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-1,0-0,1-0,0-1,0-1,0-0,0-1,0-1,0-1,1-0,0-0,"Ryzon,Muren,Calle W,Aiken,Risc,Vivi,Apollo Bon,Little Bear,Alain,Eekim",

paju,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,1-0,0-0,0-1,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-1,0-0,N/A,0-1,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-1,0-0,0-0,0-1,0-0,0-0,0-1,0-1,"nebbii,Gr4pe,Kaese",

parsec,0-0,1-1,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-2,0-1,0-0,0-0,0-1,1-0,0-0,0-1,0-2,0-0,0-0,0-0,0-0,0-1,0-1,0-0,0-1,0-0,0-0,1-0,0-0,1-0,N/A,0-0,0-0,0-0,0-0,0-1,0-0,0-1,0-0,0-1,0-0,1-1,0-0,0-0,1-0,0-0,0-0,0-0,2-0,0-0,0-0,0-1,1-0,"Gr4pe,Manio,lasse,Anna,Anna,astar",

pipsqueak,0-0,0-0,2-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,3-2,1-0,0-0,1-0,2-2,0-0,1-1,0-0,0-0,0-0,0-0,0-0,4-1,0-0,2-2,0-0,0-0,0-0,0-3,1-1,0-0,0-0,0-0,1-0,0-0,0-0,0-0,3-1,0-0,0-0,0-0,0-0,0-0,0-0,N/A,0-0,0-0,4-0,1-0,0-0,2-0,0-0,2-0,0-0,0-0,0-0,0-0,2-0,1-0,0-0,2-0,2-0,1-0,1-3,1-0,1-0,,

poilon,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-2,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,1-0,2-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,N/A,0-0,0-1,0-2,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,"vice,Calle W",

poppmaister6000,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,1-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,N/A,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,,

professor pro,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,1-0,3-6,0-0,0-0,0-0,2-2,0-0,3-0,0-0,2-0,0-0,0-0,0-0,2-1,0-0,0-1,2-0,0-0,0-0,1-0,1-0,0-0,0-0,0-0,0-0,1-0,2-0,0-0,2-0,0-0,0-0,0-0,1-0,1-0,0-0,0-4,1-0,0-0,N/A,0-0,0-0,0-0,0-1,4-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,2-0,3-0,0-0,,

r23,0-0,0-0,0-1,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,1-1,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-2,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,1-1,0-0,0-0,0-0,0-0,1-0,0-1,2-0,0-0,0-0,N/A,0-0,0-1,1-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-1,0-1,0-0,0-0,"Happymealz,Zedy",

raiden,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,N/A,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,"Wobl,Madness,Psylo",

raoul,0-0,0-0,0-1,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-1,1-3,0-1,0-0,0-0,0-3,0-0,0-1,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-1,1-0,0-0,0-0,0-0,0-0,0-1,0-1,0-0,0-1,0-0,0-0,0-0,0-0,0-0,1-0,0-2,0-0,0-0,0-0,1-0,0-0,N/A,0-0,0-0,0-0,0-0,3-0,0-0,0-0,0-0,2-1,0-0,0-0,0-0,0-0,1-0,0-0,"Calle W,FrankTheFisher,It's Ok If I Lose",

renzo,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-1,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-1,0-0,0-0,N/A,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-1,0-1,0-0,0-0,0-0,0-0,0-0,"Psylo,Giin,Chobin",

rikzz,1-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,1-0,0-1,1-0,1-0,0-3,0-1,1-0,0-0,0-1,0-0,0-1,1-0,0-0,0-0,2-0,1-1,1-2,1-0,0-0,3-0,0-0,0-0,0-0,1-2,0-1,0-0,0-0,2-0,0-0,0-2,0-0,0-0,1-1,0-0,0-1,0-0,0-0,1-0,0-2,1-0,0-0,0-4,0-0,0-0,0-0,0-0,N/A,0-0,2-0,0-0,0-0,3-0,1-0,0-2,0-0,0-0,0-0,0-3,2-1,0-0,FrankTheFisher,

savestate,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-3,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,1-1,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,N/A,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,"Juice,ILikeTurtles,disot,nebbii,Lele",

schima,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-1,0-1,0-0,0-0,1-1,0-1,0-2,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-1,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-2,0-0,N/A,1-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,"Pi,Floursnail,hot atze sommer,astar",

senx,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-2,0-0,0-2,0-0,0-0,0-0,0-0,0-0,1-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-3,0-0,0-0,0-0,0-1,N/A,0-0,0-2,0-0,0-1,0-1,1-0,0-0,0-1,0-0,0-0,"Tinker,CptNebula",

setchi,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,N/A,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,,

sharp,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-1,0-0,0-0,0-1,0-2,0-0,0-1,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-2,0-0,0-0,0-0,1-1,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-1,0-2,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-3,1-0,0-0,2-0,0-0,N/A,2-0,2-1,0-0,0-0,0-1,0-2,0-0,1-1,"Raptori,Padawan",

shiftingshadows,0-0,0-0,2-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-1,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-1,0-0,0-1,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-2,0-0,0-0,3-0,0-0,0-1,1-0,1-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-1,0-2,N/A,1-0,0-0,0-0,0-0,0-0,1-1,0-0,"4kPlaya,Psylo,Madness,Nano,nebbii,RestlessWhale,RedBlaze,Axarth,Omen,Tinker",

skullbro,0-0,0-1,2-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,1-2,0-3,0-0,0-0,1-0,0-4,0-0,0-2,2-0,0-1,0-1,1-0,3-0,0-1,1-0,0-0,1-0,0-0,0-0,0-0,1-2,0-0,0-0,0-0,1-0,0-0,1-1,0-0,0-3,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,1-2,1-0,2-0,0-0,0-0,1-0,0-0,1-2,0-1,N/A,0-1,1-1,1-0,1-0,1-0,0-0,"EuO,Jayson,Calle W",

solobattle,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-2,1-0,0-0,0-0,1-0,0-0,2-0,2-0,1-0,0-0,0-0,0-0,1-0,0-0,0-1,1-1,0-0,0-0,1-1,1-0,0-0,0-0,0-0,0-0,0-0,2-0,0-0,1-2,0-0,0-0,1-0,0-0,0-0,0-0,0-2,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,1-0,N/A,0-0,0-0,0-2,0-0,0-0,,

steff$,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-1,0-0,0-0,0-0,0-0,0-0,1-0,1-0,0-2,0-2,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-1,0-1,0-0,0-0,0-0,1-1,0-0,N/A,0-0,0-0,0-0,0-0,"Saile,Duman,Aiika,ozjung,Meatzorz,Manio",

timi,0-0,0-0,0-0,0-0,0-0,1-0,1-0,1-0,0-0,0-0,0-0,0-0,0-1,0-0,0-1,0-0,0-0,0-1,0-0,0-0,0-2,0-0,0-0,1-0,0-0,1-0,0-0,0-0,0-0,1-0,0-1,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,1-2,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-1,0-0,0-0,0-0,1-0,1-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-1,0-0,0-0,N/A,0-0,1-1,0-0,Moe,

trif,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,7-2,0-0,0-0,1-0,3-0,1-0,2-0,1-0,1-0,1-0,0-0,0-0,3-0,0-0,0-5,1-1,0-0,0-0,2-0,1-1,0-0,1-0,0-0,0-1,0-0,3-0,0-0,3-0,0-0,0-0,0-0,1-0,0-0,0-0,3-1,0-0,0-0,0-2,1-0,0-0,0-0,0-0,3-0,0-0,0-0,1-0,0-0,2-0,0-0,0-1,2-0,0-0,0-0,N/A,0-0,0-0,,

velani,0-0,0-0,0-0,0-0,0-0,2-0,1-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-3,0-1,0-0,1-0,0-1,0-0,0-1,1-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-1,1-0,1-0,0-1,0-0,0-0,0-3,0-0,0-0,0-1,0-0,1-2,0-0,0-0,0-0,1-0,0-0,1-1,0-1,0-0,0-0,1-1,0-0,N/A,0-0,"Tellman,Psylo,Okameed,Zepple,Martin",

yogurt,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,1-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-1,0-0,0-1,0-0,0-0,0-0,0-0,1-0,0-1,0-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0,1-1,0-0,0-0,0-0,0-0,0-0,0-0,0-0,N/A,"NVZ,Kaese,Zapp",

